id,centre_type,coordinates,country,region,county,postcode
,Drive through centre,SRID=4326;POINT (0.1333517485809832 52.49307577039804),United Kingdom,East of England,Cambridgeshire,PE15 0DY
,Home,SRID=4326;POINT (-3.960278837317195 57.53487366672835),United Kingdom,Scotland,Highland,IV12 5XZ
,Other,SRID=4326;POINT (-2.81783269292903 53.34360052690592),United Kingdom,North West (England),Halton,L24 6TA
,Home,SRID=4326;POINT (-2.158535394196845 55.27023917779898),United Kingdom,North East (England),Northumberland,NE19 1HL
,Home,SRID=4326;POINT (-2.471222920194688 52.15374252494095),United Kingdom,West Midlands (England),"Herefordshire, County of",WR6 5AQ
,Drive through centre,SRID=4326;POINT (-3.942312205754392 56.67474834664211),United Kingdom,Scotland,Perth and Kinross,
,Drive through centre,SRID=4326;POINT (-2.15217830733891 57.41810913099459),United Kingdom,Scotland,Aberdeenshire,AB41 7UB
,Drive through centre,SRID=4326;POINT (1.716107759432001 52.47952868881599),United Kingdom,East of England,Suffolk,NR32 3AQ
,Other,SRID=4326;POINT (-3.82327571665695 51.00296048297137),United Kingdom,South West (England),Devon,EX36 4LU
,GP clinic,SRID=4326;POINT (0.7833009798228492 52.57716580080955),United Kingdom,East of England,Norfolk,IP25 7AD
,Drive through centre,SRID=4326;POINT (-5.07153097623834 56.07016475150427),United Kingdom,Scotland,Argyll and Bute,
,Drive through centre,SRID=4326;POINT (-2.503291173679119 52.29962808678302),United Kingdom,West Midlands (England),Worcestershire,WR15 8PA
,GP clinic,SRID=4326;POINT (-4.938432991639329 50.43240848163352),United Kingdom,South West (England),Cornwall,TR9 6BQ
,GP clinic,SRID=4326;POINT (-3.935326681618314 55.00650954931309),United Kingdom,Scotland,Dumfries and Galloway,DG7 3DB
,Hospital,SRID=4326;POINT (-0.5643226803644463 51.93795707750856),United Kingdom,East of England,Central Bedfordshire,LU7 9QB
,Drive through centre,SRID=4326;POINT (-3.211960891737575 52.85840251039001),United Kingdom,Wales,Powys,SY10 7QP
,Other,SRID=4326;POINT (-1.872790748359014 54.39656075188411),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL11 7LG
,Hospital,SRID=4326;POINT (-2.190472503031386 53.81052686043337),United Kingdom,North West (England),Lancashire,BB10 3QQ
,Home,SRID=4326;POINT (0.2737848307740354 51.15668685303567),United Kingdom,South East (England),Kent,TN4 0AS
,Drive through centre,SRID=4326;POINT (-1.932158638180662 57.61545260571818),United Kingdom,Scotland,Aberdeenshire,AB43 8SE
,Drive through centre,SRID=4326;POINT (-3.324151363705268 54.43196600257145),United Kingdom,North West (England),Cumbria,CA20 1EU
,Hospital,SRID=4326;POINT (-2.375370774306465 52.71653114914339),United Kingdom,West Midlands (England),Shropshire,TF11 8RL
,Drive through centre,SRID=4326;POINT (-3.450716496538854 57.26398423676405),United Kingdom,Scotland,Highland,AB37 9HR
,Hospital,SRID=4326;POINT (-1.897519999647647 55.6043707823341),United Kingdom,North East (England),Northumberland,NE66 5SB
,GP clinic,SRID=4326;POINT (-3.030263169657771 55.74469262633004),United Kingdom,Scotland,Scottish Borders,
,GP clinic,SRID=4326;POINT (-5.002450103621784 57.34394937714781),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-3.02283823041518 54.18695915726025),United Kingdom,North West (England),Cumbria,LA11 7PS
,Other,SRID=4326;POINT (-0.7045977786511424 54.28383329112837),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO18 7NQ
,Drive through centre,SRID=4326;POINT (-2.541394622720723 55.49644250129457),United Kingdom,Scotland,Scottish Borders,TD8 6TH
,Home,SRID=4326;POINT (-4.320432218133693 56.36155802658567),United Kingdom,Scotland,Stirling,FK19 8NX
,GP clinic,SRID=4326;POINT (-0.8257902388390681 52.06738727863399),United Kingdom,South East (England),Milton Keynes,MK12 5NN
,Other,SRID=4326;POINT (-4.48492928910937 58.39740639060576),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.254627970339911 52.69614681366475),United Kingdom,West Midlands (England),Staffordshire,TF11 8LX
,GP clinic,SRID=4326;POINT (-7.56694196281407 54.45439560650858),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT78 3FA
,Other,SRID=4326;POINT (-4.854278841508869 58.46819314576366),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-2.316096303399857 53.41967376024641),United Kingdom,North West (England),Trafford,M33 3DN
,Other,SRID=4326;POINT (-3.098608914620605 53.34467851490123),United Kingdom,North West (England),Wirral,CH61 5XR
,Hospital,SRID=4326;POINT (-3.435377901315932 50.78907963712911),United Kingdom,South West (England),Devon,EX5 3JN
,Drive through centre,SRID=4326;POINT (-0.1612710922070208 53.7917620660769),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,HU11 4ND
,GP clinic,SRID=4326;POINT (-3.240600741206575 57.57025172398727),United Kingdom,Scotland,Moray,
,Hospital,SRID=4326;POINT (-1.084431107624924 53.70918569370569),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO8 8QP
,Home,SRID=4326;POINT (-0.5523777178960989 52.56232422750406),United Kingdom,East Midlands (England),Northamptonshire,PE8 6XY
,Home,SRID=4326;POINT (-3.501487114274789 56.82635767144972),United Kingdom,Scotland,Perth and Kinross,PH10 7QG
,Hospital,SRID=4326;POINT (-0.8202341777815949 51.53796261146898),United Kingdom,South East (England),Windsor and Maidenhead,SL6 5PB
,Hospital,SRID=4326;POINT (-0.7404443543150228 51.72590404435012),United Kingdom,South East (England),Buckinghamshire,HP16 9PW
,Other,SRID=4326;POINT (-2.99222457101874 52.73338875139183),United Kingdom,Wales,Powys,SY5 9AS
,Other,SRID=4326;POINT (-3.124947730161205 55.84848419345854),United Kingdom,Scotland,Midlothian,EH24 9EU
,Drive through centre,SRID=4326;POINT (-5.421877497000806 55.90099807341873),United Kingdom,Scotland,Argyll and Bute,PA29 6YJ
,Home,SRID=4326;POINT (-6.154599894535643 55.74452851153467),United Kingdom,Scotland,Argyll and Bute,
,Other,SRID=4326;POINT (-5.059306247058332 57.08940293596739),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-0.3855478413839259 51.83961421014185),United Kingdom,East of England,Central Bedfordshire,LU1 4LG
,Drive through centre,SRID=4326;POINT (-5.350207989540422 57.68717990627047),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-2.795196812813543 52.80633758401621),United Kingdom,West Midlands (England),Shropshire,SY4 3RX
,GP clinic,SRID=4326;POINT (-0.1972026517583458 53.275613224166),United Kingdom,East Midlands (England),Lincolnshire,LN8 5LR
,Home,SRID=4326;POINT (-1.773259085680575 55.10484558165747),United Kingdom,North East (England),Northumberland,NE20 0AS
,Home,SRID=4326;POINT (-2.471654004557146 53.73938240080168),United Kingdom,North West (England),Blackburn with Darwen,BB1 1RT
,Other,SRID=4326;POINT (-1.576052956529979 53.18817785770839),United Kingdom,East Midlands (England),Derbyshire,DE4 5LJ
,Drive through centre,SRID=4326;POINT (-2.198229957009946 53.37170700278525),United Kingdom,North West (England),Stockport,SK8 6ES
,Drive through centre,SRID=4326;POINT (-5.281416330799342 50.07285117073699),United Kingdom,South West (England),Cornwall,TR12 7PX
,Drive through centre,SRID=4326;POINT (-1.681010369036109 52.67966695995955),United Kingdom,West Midlands (England),Staffordshire,B79 9LB
,Other,SRID=4326;POINT (-3.6189346436754 56.75275443106533),United Kingdom,Scotland,Perth and Kinross,PH10 7PJ
,Other,SRID=4326;POINT (-3.943454648627095 57.45181884026385),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-7.356279099826828 54.31516279568115),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT94 4DD
,Hospital,SRID=4326;POINT (1.009692825545745 52.79379427243595),United Kingdom,East of England,Norfolk,NR20 5SG
,Home,SRID=4326;POINT (1.113829088774928 51.29472006508176),United Kingdom,South East (England),Kent,CT2 0AA
,Drive through centre,SRID=4326;POINT (-0.8769069123452136 52.28633800645338),United Kingdom,East Midlands (England),Northamptonshire,NN3 7SH
,Other,SRID=4326;POINT (-2.73416481643007 52.7776562608684),United Kingdom,West Midlands (England),Shropshire,SY4 3DQ
,Hospital,SRID=4326;POINT (0.3773507594671486 52.55778559819861),United Kingdom,East of England,Norfolk,PE38 0QH
,Home,SRID=4326;POINT (0.178914652473086 51.94267075427171),United Kingdom,East of England,Essex,CB11 3YJ
,Other,SRID=4326;POINT (-2.724762608244414 54.8324328490624),United Kingdom,North West (England),Cumbria,CA4 9RA
,Other,SRID=4326;POINT (-1.087909574117597 53.39317585711945),United Kingdom,East Midlands (England),Nottinghamshire,S81 8JE
,Other,SRID=4326;POINT (-1.738600244361093 51.81008857095043),United Kingdom,South West (England),Gloucestershire,OX18 4TP
,GP clinic,SRID=4326;POINT (-4.322659383401442 56.01461100344356),United Kingdom,Scotland,Stirling,
,Home,SRID=4326;POINT (-3.790550819454428 58.30711119149148),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-4.681020705181039 55.9736358769162),United Kingdom,Scotland,Argyll and Bute,G82 5HE
,Drive through centre,SRID=4326;POINT (-5.750630056744191 57.48472522767955),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (0.0796559681891349 51.00663339840626),United Kingdom,South East (England),East Sussex,TN22 3ER
,GP clinic,SRID=4326;POINT (-2.982732846465711 56.68151587095642),United Kingdom,Scotland,Angus,DD8 4LG
