id,centre_type,coordinates,country,region,county,postcode
,GP clinic,SRID=4326;POINT (-2.23322055447033 50.95420097076646),United Kingdom,South West (England),Dorset,SP7 0LP
,Home,SRID=4326;POINT (-2.446678881645503 51.91972376836161),United Kingdom,South West (England),Gloucestershire,GL18 1NR
,GP clinic,SRID=4326;POINT (-4.957607128992939 57.94510322920186),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-3.340297930856464 56.23385890538313),United Kingdom,Scotland,Perth and Kinross,KY13 9ND
,GP clinic,SRID=4326;POINT (-1.698618220639509 52.66270329536163),United Kingdom,West Midlands (England),Staffordshire,B79 9DT
,Home,SRID=4326;POINT (-6.555431650347684 58.07752621477006),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 9QB
,Other,SRID=4326;POINT (-1.699131321770833 52.84199703056333),United Kingdom,West Midlands (England),Staffordshire,DE13 9HH
,GP clinic,SRID=4326;POINT (-0.662619183935484 51.72929513280536),United Kingdom,South East (England),Buckinghamshire,HP5 2TX
,Hospital,SRID=4326;POINT (-0.1957774030047901 51.58452724622745),United Kingdom,London,Barnet,NW11 6YE
,Hospital,SRID=4326;POINT (-0.6588062462657041 50.94007764297793),United Kingdom,South East (England),West Sussex,GU28 0FG
,Other,SRID=4326;POINT (-1.651408261815287 55.03018216192474),United Kingdom,North East (England),Newcastle upon Tyne,NE13 9BX
,Hospital,SRID=4326;POINT (-7.470750039712981 54.43059875985037),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT78 3SH
,Hospital,SRID=4326;POINT (-2.169855085422167 51.73603964621061),United Kingdom,South West (England),Gloucestershire,GL6 8HD
,Other,SRID=4326;POINT (-5.014201843115644 51.91800774910106),United Kingdom,Wales,Pembrokeshire,SA62 5TU
,Other,SRID=4326;POINT (-2.747714614502113 53.31603621672281),United Kingdom,North West (England),Halton,WA7 4LN
,Drive through centre,SRID=4326;POINT (-3.238313806477022 56.69086441938528),United Kingdom,Scotland,Angus,PH11 8HR
,Hospital,SRID=4326;POINT (-0.9245321883563946 51.73251346234275),United Kingdom,South East (England),Oxfordshire,OX9 3QT
,Other,SRID=4326;POINT (-3.215350520308214 51.98434759711084),United Kingdom,Wales,Powys,LD3 0EF
,Home,SRID=4326;POINT (-2.777685349067606 53.64523483822328),United Kingdom,North West (England),Lancashire,PR26 9JS
,Hospital,SRID=4326;POINT (-2.344520694545655 53.97272551750945),United Kingdom,North West (England),Lancashire,BD23 4SJ
,Other,SRID=4326;POINT (-0.7233218744748946 51.01271291922463),United Kingdom,South East (England),West Sussex,GU29 0AB
,GP clinic,SRID=4326;POINT (-5.025479155639462 54.86176880663842),United Kingdom,Scotland,Dumfries and Galloway,DG9 9AZ
,GP clinic,SRID=4326;POINT (-4.033946801897837 50.3927609772781),United Kingdom,South West (England),Plymouth,PL7 2TJ
,Home,SRID=4326;POINT (-3.213667757407209 54.76377954132006),United Kingdom,North West (England),Cumbria,CA7 1AG
,Home,SRID=4326;POINT (-0.0554323245158681 51.54919792316147),United Kingdom,London,Hackney,E8 1HN
,GP clinic,SRID=4326;POINT (-3.048988951125531 57.65428132908429),United Kingdom,Scotland,Moray,IV32 7PR
,Hospital,SRID=4326;POINT (-2.795892630974635 50.80469938770209),United Kingdom,South West (England),Dorset,DT8 3JZ
,Home,SRID=4326;POINT (-0.9030034492575361 60.75582728400722),United Kingdom,Scotland,Shetland Islands,ZE2 9DX
,Drive through centre,SRID=4326;POINT (-3.754836573600976 55.27151703112741),United Kingdom,Scotland,Dumfries and Galloway,DG3 5EF
,Hospital,SRID=4326;POINT (-6.472172753089453 54.0745990394434),United Kingdom,,"Newry, Mourne and Down",BT35 9TF
,GP clinic,SRID=4326;POINT (0.5474506006681921 51.38434907243673),United Kingdom,South East (England),Medway,ME7 4RN
,Home,SRID=4326;POINT (-3.258304208071824 56.33809068058553),United Kingdom,Scotland,Fife,KY14 6EY
,Hospital,SRID=4326;POINT (-6.235640439195366 57.43486866701736),United Kingdom,Scotland,Highland,IV51 9NA
,GP clinic,SRID=4326;POINT (-7.028933757269146 54.88311108140159),United Kingdom,Northern Ireland,Derry City and Strabane,BT47 4TJ
,GP clinic,SRID=4326;POINT (-3.109074573405202 55.82471015971741),United Kingdom,Scotland,Midlothian,EH23 4LT
,Drive through centre,SRID=4326;POINT (-5.002468612183524 51.76789460947684),United Kingdom,Wales,Pembrokeshire,SA62 3PD
,Home,SRID=4326;POINT (-2.372881749019519 55.22014405718109),United Kingdom,North East (England),Northumberland,NE48 1RU
,Home,SRID=4326;POINT (0.7254847594309215 52.79713998611923),United Kingdom,East of England,Norfolk,PE31 8SX
,Other,SRID=4326;POINT (-2.42166322446344 52.07290838570432),United Kingdom,West Midlands (England),"Herefordshire, County of",HR8 1NG
,Home,SRID=4326;POINT (-4.765179812824734 55.2836919619931),United Kingdom,Scotland,South Ayrshire,KA26 9LB
,Drive through centre,SRID=4326;POINT (-0.9833443941063864 52.79383899611859),United Kingdom,East Midlands (England),Leicestershire,LE14 3BZ
,Drive through centre,SRID=4326;POINT (-0.3956236382798908 54.11111541197171),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO25 3EA
,GP clinic,SRID=4326;POINT (-4.396148423138081 57.80786867802717),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-5.248109363623088 58.14413403215673),United Kingdom,Scotland,Highland,IV27 4JP
,Hospital,SRID=4326;POINT (-6.659150701502946 54.47161503512416),United Kingdom,Northern Ireland,Mid Ulster,BT71 6LZ
,Other,SRID=4326;POINT (-3.665516239040151 52.5417478795919),United Kingdom,Wales,Powys,SY19 7BJ
,Hospital,SRID=4326;POINT (-5.49748875761132 55.55978146862267),United Kingdom,Scotland,Argyll and Bute,PA28 6QT
,GP clinic,SRID=4326;POINT (-3.78682526810505 55.70988257860233),United Kingdom,Scotland,South Lanarkshire,ML8 4SE
,Drive through centre,SRID=4326;POINT (-1.298407020599054 52.63132592879802),United Kingdom,East Midlands (England),Leicestershire,LE9 9GN
,GP clinic,SRID=4326;POINT (-1.130215768115731 54.39939059361639),United Kingdom,Yorkshire and The Humber,North Yorkshire,TS9 7JD
,Drive through centre,SRID=4326;POINT (-4.929530059954113 57.43803801251656),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (0.6881381782786704 52.80511594716576),United Kingdom,East of England,Norfolk,PE31 8TB
,Drive through centre,SRID=4326;POINT (-3.692233712667912 50.56882732897056),United Kingdom,South West (England),Devon,TQ12 6HT
,Drive through centre,SRID=4326;POINT (-0.8714904217450563 54.49408439521994),United Kingdom,Yorkshire and The Humber,Redcar and Cleveland,TS13 4TN
,GP clinic,SRID=4326;POINT (-1.255366161819746 52.082377726274),United Kingdom,East Midlands (England),Northamptonshire,OX17 2BY
,Drive through centre,SRID=4326;POINT (-1.691035743232173 51.0909776909136),United Kingdom,South West (England),Wiltshire,SP5 1EQ
,Hospital,SRID=4326;POINT (-4.373272253044131 56.65933068695782),United Kingdom,Scotland,Perth and Kinross,PH17 2QG
,Hospital,SRID=4326;POINT (-1.140199595735554 54.63230793979341),United Kingdom,,,TS10 5NX
,GP clinic,SRID=4326;POINT (-3.868469917796057 56.74101035189606),United Kingdom,Scotland,Perth and Kinross,PH16 5RJ
,Drive through centre,SRID=4326;POINT (-1.116772886661042 52.49991498531534),United Kingdom,East Midlands (England),Leicestershire,LE17 5QL
,Other,SRID=4326;POINT (-3.168456109139301 55.6703644791159),United Kingdom,Scotland,Scottish Borders,EH45 8SS
,Other,SRID=4326;POINT (-2.929829284903487 53.86407198689691),United Kingdom,North West (England),Lancashire,PR3 6TL
,Hospital,SRID=4326;POINT (0.2009233070807035 52.71503973920693),United Kingdom,East of England,Norfolk,PE14 7JA
,Hospital,SRID=4326;POINT (-3.90373162795515 52.35535348744143),United Kingdom,Wales,Ceredigion,SY23 4RP
,GP clinic,SRID=4326;POINT (-1.160653126799182 53.32488687291367),United Kingdom,East Midlands (England),Nottinghamshire,S81 8PQ
,Other,SRID=4326;POINT (-0.5249566405442829 52.12699437574182),United Kingdom,East of England,Bedford,MK43 8RW
,Other,SRID=4326;POINT (-2.788646594954334 57.34290250645938),United Kingdom,Scotland,Aberdeenshire,AB54 4QN
,Home,SRID=4326;POINT (-4.245341959469356 50.83114204947216),United Kingdom,South West (England),Devon,EX22 7AD
,Drive through centre,SRID=4326;POINT (-5.127689874851732 54.9024026586988),United Kingdom,Scotland,Dumfries and Galloway,DG9 0LX
,GP clinic,SRID=4326;POINT (-1.356382790220599 50.93941413454007),United Kingdom,South East (England),Hampshire,SO18 3HW
,Hospital,SRID=4326;POINT (-4.224210296457576 58.09449390769687),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-1.989549320841003 55.39287802725929),United Kingdom,North East (England),Northumberland,NE66 4TH
,Drive through centre,SRID=4326;POINT (0.6131886013980914 52.82403243751194),United Kingdom,East of England,Norfolk,PE31 6RL
,Other,SRID=4326;POINT (-0.303921124313649 53.12367418942349),United Kingdom,East Midlands (England),Lincolnshire,LN4 3QX
,Drive through centre,SRID=4326;POINT (-3.614474129193991 58.58381814624195),United Kingdom,Scotland,Highland,KW14 7QW
,Home,SRID=4326;POINT (-2.375578784104691 53.67932055020596),United Kingdom,North West (England),Lancashire,BL7 0JL
,Hospital,SRID=4326;POINT (-3.834103149032531 52.02483118880382),United Kingdom,Wales,Carmarthenshire,SA20 0TD
,Hospital,SRID=4326;POINT (-3.443396505867971 58.27641007886409),United Kingdom,Scotland,Highland,KW6 6EN
,Other,SRID=4326;POINT (-3.438971897381839 56.6867495619779),United Kingdom,Scotland,Perth and Kinross,PH10 7NL
,GP clinic,SRID=4326;POINT (-3.76651015852552 55.13664788086457),United Kingdom,Scotland,Dumfries and Galloway,DG2 0TE
,GP clinic,SRID=4326;POINT (-5.264990326349094 56.33776978146798),United Kingdom,Scotland,Argyll and Bute,
,Drive through centre,SRID=4326;POINT (-4.952675316968881 51.99132043211996),United Kingdom,Wales,Pembrokeshire,SA65 9SR
,Home,SRID=4326;POINT (-2.157130308888242 55.34979746213958),United Kingdom,North East (England),Northumberland,NE65 7BJ
,Drive through centre,SRID=4326;POINT (-1.198269732539446 60.22740784114872),United Kingdom,Scotland,Shetland Islands,ZE2 9SQ
,Drive through centre,SRID=4326;POINT (-6.537513790056865 54.68575406493009),United Kingdom,Northern Ireland,Mid Ulster,BT45 6JQ
,Other,SRID=4326;POINT (-2.231645501936832 55.37278880161416),United Kingdom,North East (England),Northumberland,NE65 7BW
,Drive through centre,SRID=4326;POINT (-2.73470169254227 52.59418028860981),United Kingdom,West Midlands (England),Shropshire,SY5 7QH
,GP clinic,SRID=4326;POINT (-6.561394016350784 54.5679545181841),United Kingdom,Northern Ireland,Mid Ulster,BT71 5ER
,Drive through centre,SRID=4326;POINT (-2.612082402134212 51.07318554881439),United Kingdom,South West (England),Somerset,TA11 7HE
,GP clinic,SRID=4326;POINT (-4.602580462341897 55.67504700679564),United Kingdom,Scotland,East Ayrshire,KA13 7RW
,GP clinic,SRID=4326;POINT (-2.796099811155131 56.567605088741),United Kingdom,Scotland,Angus,DD11 2QX
,Drive through centre,SRID=4326;POINT (-2.960607923042267 53.77396930378531),United Kingdom,North West (England),Lancashire,FY8 4NG
,GP clinic,SRID=4326;POINT (-5.621603537974 57.34804137374661),United Kingdom,,,IV52 8UB
,GP clinic,SRID=4326;POINT (1.63042491655545 52.27103127907577),United Kingdom,East of England,Suffolk,IP17 3DW
,Hospital,SRID=4326;POINT (-1.966910798877938 51.1820294003403),United Kingdom,South West (England),Wiltshire,
,Home,SRID=4326;POINT (-3.665953439565272 55.37388265025591),United Kingdom,Scotland,South Lanarkshire,ML12 6TH
,Hospital,SRID=4326;POINT (-3.440666635906123 55.84210343293613),United Kingdom,Scotland,West Lothian,EH27 8DH
,Drive through centre,SRID=4326;POINT (-1.370827001208472 52.74388163372171),United Kingdom,East Midlands (England),Leicestershire,LE67 5ES
,Home,SRID=4326;POINT (-6.379905583259101 57.02457473617554),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-2.4261083148968 55.13611797760526),United Kingdom,North East (England),Northumberland,
,Hospital,SRID=4326;POINT (-1.839081306918741 55.37021417810188),United Kingdom,North East (England),Northumberland,NE66 2BY
,Hospital,SRID=4326;POINT (-0.9584119814942076 54.4111749742067),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO21 2NJ
,Other,SRID=4326;POINT (-0.3550198870356658 54.24311036933091),United Kingdom,Yorkshire and The Humber,,YO11 3NR
,Hospital,SRID=4326;POINT (-1.271033396920751 53.63135516474453),United Kingdom,Yorkshire and The Humber,Wakefield,WF8 3HG
,GP clinic,SRID=4326;POINT (-4.770648198575312 51.97245103297405),United Kingdom,Wales,Pembrokeshire,SA41 3TT
,Drive through centre,SRID=4326;POINT (-1.199464451805619 53.56964873082106),United Kingdom,Yorkshire and The Humber,Doncaster,DN6 7SU
,Other,SRID=4326;POINT (-5.172454901300084 57.99629748307883),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-3.822778798212974 50.64447337855497),United Kingdom,South West (England),Devon,TQ13 8RQ
,Home,SRID=4326;POINT (-3.351309413398023 55.57086228233027),United Kingdom,Scotland,Scottish Borders,
,GP clinic,SRID=4326;POINT (0.877353685470446 51.01100450172238),United Kingdom,South East (England),Kent,TN29 0AY
,GP clinic,SRID=4326;POINT (-3.589096904507739 55.71520753933579),United Kingdom,Scotland,South Lanarkshire,ML11 8LG
,Drive through centre,SRID=4326;POINT (-6.421730649371465 54.15375043859586),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT35 7HX
,Hospital,SRID=4326;POINT (-3.535503248533773 55.73405300809617),United Kingdom,Scotland,South Lanarkshire,
,Drive through centre,SRID=4326;POINT (-4.781787825233159 55.66931766740205),United Kingdom,Scotland,North Ayrshire,KA21 6NH
,GP clinic,SRID=4326;POINT (-3.347869512596192 58.33600734630394),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-6.82826688307324 54.43179289186686),United Kingdom,Northern Ireland,Mid Ulster,BT70 1PZ
,Home,SRID=4326;POINT (-5.004292453188834 51.7832351780816),United Kingdom,Wales,Pembrokeshire,SA61 1XG
,Home,SRID=4326;POINT (-2.673589647222366 55.55244468410793),United Kingdom,Scotland,Scottish Borders,TD6 0HJ
,Hospital,SRID=4326;POINT (-2.346057948231674 55.60827839105357),United Kingdom,Scotland,Scottish Borders,TD5 8HU
,Other,SRID=4326;POINT (-6.204845307079548 56.59017448269427),United Kingdom,Scotland,Argyll and Bute,PA75 6QL
,Hospital,SRID=4326;POINT (-1.490876281205109 53.37135984258271),United Kingdom,Yorkshire and The Humber,Sheffield,S11 8PF
,Other,SRID=4326;POINT (0.4373910836576638 52.65285739270414),United Kingdom,East of England,Norfolk,PE33 0DU
,Drive through centre,SRID=4326;POINT (-0.6970132259888686 54.30286010723141),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO18 7QB
,Hospital,SRID=4326;POINT (-3.232915735101667 54.59027226569185),United Kingdom,North West (England),Cumbria,
,Drive through centre,SRID=4326;POINT (-2.895260658798634 59.25680490068485),United Kingdom,,,KW17 2DE
,Hospital,SRID=4326;POINT (-5.757361975911677 56.59397804310492),United Kingdom,Scotland,Highland,PA80 5XB
,GP clinic,SRID=4326;POINT (-4.107345746088354 55.82676253906063),United Kingdom,Scotland,South Lanarkshire,G71 7RS
,Other,SRID=4326;POINT (-2.682743555058514 57.02402940433766),United Kingdom,Scotland,Aberdeenshire,AB31 6PF
,Other,SRID=4326;POINT (1.267394494962891 52.88298616983343),United Kingdom,East of England,Norfolk,NR11 8SA
,Drive through centre,SRID=4326;POINT (-2.758295413914253 53.34195085914777),United Kingdom,,,WA7 1NJ
,Home,SRID=4326;POINT (-3.670314845158138 53.02240664523946),United Kingdom,Wales,Conwy,LL24 0LP
,Hospital,SRID=4326;POINT (-0.7823643249124199 54.16387255271833),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO17 6RT
,GP clinic,SRID=4326;POINT (-2.138807412428324 53.6809336700692),United Kingdom,North West (England),Rochdale,OL12 8XF
,Home,SRID=4326;POINT (-4.821707401075862 57.99512908703586),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-3.475986572583719 52.68926611948808),United Kingdom,Wales,Powys,SY21 0NP
,Drive through centre,SRID=4326;POINT (-2.023981970373912 57.40553161257838),United Kingdom,Scotland,Aberdeenshire,AB41 8DZ
,Hospital,SRID=4326;POINT (-0.3892147995382631 52.74676607032251),United Kingdom,East Midlands (England),Lincolnshire,PE10 0HQ
,Hospital,SRID=4326;POINT (-3.007713112325813 54.39859000915129),United Kingdom,North West (England),Cumbria,LA22 0NG
,Other,SRID=4326;POINT (-1.218347789979415 51.78138960654752),United Kingdom,South East (England),Oxfordshire,OX3 9SW
,Home,SRID=4326;POINT (-3.279928355236924 51.17940076636936),United Kingdom,South West (England),Somerset,TA4 4DP
,Hospital,SRID=4326;POINT (1.005305391512124 51.30512559796497),United Kingdom,South East (England),Kent,CT2 9JZ
,Home,SRID=4326;POINT (-2.607904133779109 54.14653434685382),United Kingdom,North West (England),Lancashire,LA6 2QU
,Home,SRID=4326;POINT (-0.3110301763789192 51.56854567181595),United Kingdom,London,Brent,HA0 3SD
,Hospital,SRID=4326;POINT (0.6068934015957286 52.58638269657696),United Kingdom,East of England,Norfolk,PE33 9DA
,Hospital,SRID=4326;POINT (-2.055368296272098 52.76931724736138),United Kingdom,West Midlands (England),Staffordshire,ST17 0TD
,Other,SRID=4326;POINT (-1.370385988975929 54.26402584601611),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO7 4AD
,Drive through centre,SRID=4326;POINT (0.4939445940606486 52.31663474248847),United Kingdom,East of England,Suffolk,IP28 6BS
,Hospital,SRID=4326;POINT (-3.576870705977168 56.07370088374391),United Kingdom,Scotland,Fife,KY12 8EZ
,Drive through centre,SRID=4326;POINT (-1.900279420674654 52.26130368415572),United Kingdom,West Midlands (England),Warwickshire,B80 7PN
,Other,SRID=4326;POINT (0.5017451405636777 52.57665653642663),United Kingdom,East of England,Norfolk,PE33 9SS
,Hospital,SRID=4326;POINT (0.4023338044171023 51.87984268793246),United Kingdom,East of England,Essex,CM6 3AA
,Other,SRID=4326;POINT (-2.725236025693517 56.83750851634421),United Kingdom,Scotland,Angus,
,GP clinic,SRID=4326;POINT (-1.398236877720044 50.65167240515399),United Kingdom,South East (England),Isle of Wight,PO30 4AZ
,Drive through centre,SRID=4326;POINT (-3.99533218833067 55.75520843434963),United Kingdom,Scotland,South Lanarkshire,ML9 2UG
,Drive through centre,SRID=4326;POINT (-0.8282193490240521 50.80418036678134),United Kingdom,,West Sussex,PO20 7BB
,Other,SRID=4326;POINT (-4.025253209899788 56.01419038233642),United Kingdom,Scotland,Falkirk,FK6 5JH
